9.776496634268100339e-01 9.777912445365396499e-01 4.720437454649554776e-01 7.644516754502189704e-01 9.110318636114567159e-01
9.700974099414652052e-01 9.655338335566061581e-01 4.665642562666356685e-01 7.418103853292834504e-01 8.976593110161751321e-01
9.604647563032314705e-01 9.535956788998141143e-01 4.640007492272526513e-01 6.974822327336496208e-01 8.832679394726399291e-01
9.496897621171959125e-01 9.418154826998996754e-01 4.270387041428457819e-01 6.951154170065013682e-01 8.605818735602422942e-01
9.398706711287526661e-01 9.190333507866035312e-01 1.732339937990604317e-01 6.115784101746551960e-01 8.381457813670499801e-01
9.252350449449358027e-01 8.838328924843410483e-01 3.601193285147555323e-01 5.631891620233896445e-01 7.915719474407615364e-01
8.998230861753042653e-01 8.622103345718006295e-01 2.056228704627884318e-01 5.611157782467300903e-01 7.649715487359858290e-01
8.923140873555729380e-01 8.502627959597071072e-01 1.231998847594845542e-01 5.322467802878657617e-01 7.328662302587869437e-01
8.794648974799652574e-01 8.365393200696362719e-01 1.640014581284552631e-01 5.174342642001669157e-01 7.006554265248720048e-01
8.591354482335571419e-01 7.887438581371819524e-01 1.115780497127386167e-01 5.143477473559138202e-01 6.732524037045554133e-01
8.142557758784547683e-01 7.697508053437089881e-01 7.098336737746493985e-02 4.907153631796109527e-01 6.272436706249318039e-01
7.961942677503061061e-01 7.038724148671099412e-01 2.789522649354953324e-02 4.266438580220788257e-01 5.630228248349589126e-01
7.488899422794100813e-01 6.845803423748180183e-01 1.181472925379235955e-01 3.901394163054675013e-01 5.096018365445874609e-01
7.096564531450888502e-01 7.005812667294879503e-01 8.184355904922370473e-02 3.730232420433800544e-01 4.884874373514710433e-01
6.573019495276705149e-01 6.854660201979119183e-01 1.280627081450601279e-01 3.683597237310103911e-01 4.975847041800776083e-01
6.694901695319392942e-01 6.341495468913846967e-01 2.398498152686217785e-02 3.265778213335887026e-01 4.437506063680171087e-01
6.598045613749834448e-01 6.381600734385535212e-01 1.790659328894624314e-01 3.018793548685909656e-01 4.183987158484405167e-01
6.321643731870469907e-01 5.719020378240394775e-01 -1.117769418005793228e-02 2.755929738980720245e-01 3.598189140780871931e-01
5.979405071449409581e-01 5.288193906015428158e-01 5.839217259512172187e-02 2.742598899913469279e-01 3.482535554139783995e-01
5.552346059467900830e-01 4.104455073110888086e-01 -9.873714332828688323e-02 2.561413137623242409e-01 3.192416408999283473e-01
4.358532596395896519e-01 3.376092549622936034e-01 -1.504542571111284512e-02 2.094519366833202390e-01 2.209741299276274662e-01
3.646221589682720476e-01 3.248794979372311431e-01 -6.705704283157198908e-02 1.559814694674671598e-01 1.647057746551054414e-01
3.627770388755021114e-01 2.676643249369467514e-01 -1.135465366945750537e-01 1.339243484234494130e-01 1.519369750619481985e-01
3.587438540846834556e-01 2.133090396525495758e-01 -1.882318142040756426e-02 1.103325757310785332e-01 1.385767076571757794e-01
3.152108965236592453e-01 1.690289501102483771e-01 1.219185875670954766e-01 6.990890157366166924e-02 8.832471064440025610e-02
1.590382034546597434e-01 9.939209713822919068e-02 -3.332305984020054318e-02 4.044108621632858808e-02 4.739219809832197206e-02
7.369432077703315376e-02 1.002036153400267665e-01 -9.153538606971593772e-02 2.388177280131652952e-02 2.802053614433590648e-02
1.219149308043967206e-01 7.271885442522316167e-02 -3.690633804252727718e-02 3.008958009191381802e-02 3.006912334522747476e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.167150560782355989e-03 2.367446532250500751e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.659758221911292880e-02 2.401491197749421047e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.783941440595643996e-02 2.185047394018256595e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.698494901445134903e-02 -5.287124523447849986e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.636473686762378851e-02 -1.223322102853524780e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.239133385292740495e-02 2.095180666507842973e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.440709512260313310e-03 -2.830729485587100188e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.577372090179745764e-02 2.146126007145822065e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.761064264472704533e-02 3.318806310037162449e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.932413731505775691e-03 1.427151205111128543e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.418324625991773103e-03 3.017273047757601263e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.081869753185645072e-03 -1.935795102415084623e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.446958340857727493e-04 1.164293541764054550e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.073096791763111291e-02 1.904364570460343256e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.975950497916756296e-03 -3.950983188851542836e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.735218476842405624e-03 -1.674936725233062279e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.603770948037543109e-02 -1.978771337741377923e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.919512464699244358e-03 -1.421741868174144141e-03
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.049590482103716742e-02 1.257112113976283085e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.409060607475330282e-02 1.988143174578874475e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.176893806068814288e-03 1.094188990629279754e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.380482072951827975e-02 1.834831152169799293e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.861684741427790529e-03 2.878072130471535667e-03
