0.0053011	0.999998
0.0106022	0.999991
0.0159033	0.999968
0.0212044	0.999908
0.0265055	0.999930
0.0318066	0.999567
0.0371077	0.998885
0.0424088	0.998010
0.0477099	0.994627
0.053011	0.991294
0.0583121	0.989366
0.0636132	0.987921
0.0689143	0.983066
0.0742154	0.975293
0.0795165	0.966153
0.0848176	0.961314
0.0901188	0.948570
0.0954199	0.940081
0.100721	0.930365
0.106022	0.920780
0.111323	0.908538
0.116624	0.894430
0.121925	0.878513
0.127226	0.855755
0.132528	0.831138
0.137829	0.784303
0.14313	0.760906
0.148431	0.724588
0.153732	0.694668
0.159033	0.663992
0.164334	0.618423
0.169635	0.549932
0.174936	0.503144
0.180238	0.486318
0.185539	0.493992
0.19084	0.433010
0.196141	0.413127
0.201442	0.350209
0.206743	0.346231
0.212044	0.299024
0.217345	0.203356
0.222646	0.163870
0.227947	0.144388
0.233249	0.129505
0.23855	0.074884
0.243851	0.036439
0.249152	0.029967
0.254453	0.024578
0.259754	0.023031
0.265055	0.022715
0.270356	0.013397
0.275657	-0.006906
0.280958	-0.004564
0.28626	0.020485
0.291561	-0.004243
0.296862	0.027205
0.302163	0.032616
0.307464	0.014874
0.312765	-0.001747
0.318066	-0.022735
0.323367	0.021233
0.328668	0.018853
0.33397	-0.004650
0.339271	-0.018163
0.344572	-0.024808
0.349873	-0.003966
0.355174	0.021885
0.360475	0.014137
0.365776	0.010970
0.371077	0.019873
0.376378	0.003426
0.381679	0.004074
